sentence	label	encoded_label
taking things seriously doesn't mean you have to constantly worry; it's about being prepared and proactive without letting fear control your life.	non-distorted	0
not everyone will like you, and that's okay. focus on cultivating positive relationships with those who appreciate you.	non-distorted	0
not everyone will click with you, and that's okay. focus on finding people who share your interests and values and cultivating those relationships.	non-distorted	0
my worth is not defined by my circumstances or external factors.	non-distorted	0
being a responsible member of society involves more than just worrying; it's about taking action to make the world a better place.	non-distorted	0
it's possible that marsha's behavior has nothing to do with you. don't take it personally.	non-distorted	0
being likable is subjective and can depend on a variety of factors beyond your control. focus on being true to yourself and building meaningful connections.	non-distorted	0
i am resilient, and i will overcome this challenge.	non-distorted	0
it is also an opportunity to maybe meet someone i could fancy and be in a relationship with so instead of finding excuses i should at least try to see by myself!	non-distorted	0
they are wishing for the best for you and just want your work to be polished and improved before submission.	non-distorted	0
i am proud that i got out there and made a suggestion even though it want well received.	non-distorted	0
success is about progress and growth, not about being perfect all the time.	non-distorted	0
it's okay to make mistakes, it's how we learn and evolve.	non-distorted	0
showing commitment doesn't require constant worry; it's about being present and supportive in both good times and bad.	non-distorted	0
everyone has flaws and imperfections, and that doesn't make them unlikable or unworthy of love and connection.	non-distorted	0
maybe rather than just worrying, i could talk it over with sylvie and decide how to handle it.	non-distorted	0
you are not unlucky a lot of goods things have happened in your life,and they will again. you just need to be more positive. slow down and appreciate the little things in life.	non-distorted	0
some people don't really like this kind of calls, he also may be having a bad day. i won't make a big deal of this.	non-distorted	0
being prepared is important, but it's also important to trust in your ability to handle unexpected situations as they arise.	non-distorted	0
challenge limiting beliefs or fears that may be holding you back from forming close relationships. focus on growth and learning.	non-distorted	0
i am worthy of forgiveness, both from others and myself.	non-distorted	0
they have accomplished a lot in their career, and they deserve recognition for their hard work.	non-distorted	0
feeling guilty for not worrying is not helpful or productive; instead, focus on taking practical steps to address any potential issues.	non-distorted	0
don't assume people dislike you just because one person does. keep an open mind and give others a chance.	non-distorted	0
overcoming fears requires patience, persistence, and self-compassion.	non-distorted	0
as for the he wouldn't have gotten in trouble, that could be true and it can also be false, there's no way for you to know that.	non-distorted	0
the look on judy's face was because she remembered her sister's birthday.	non-distorted	0
i am worthy of love and respect.	non-distorted	0
it's not true that i am a failure becuase it is referred only to this situation, in other situations i am not a failure but i can much better than other people.	non-distorted	0
i am feeling sad but atleast  should return my friend calls or she will get worried about me.	non-distorted	0
i guess not everyone has the same rules about perfection that i do.	non-distorted	0
taking responsibility for your own life and the lives of others doesn't mean you have to worry excessively about every possible outcome.	non-distorted	0
don't let negative self-talk dictate your beliefs about your worthiness for love and connection. be kind to yourself.	non-distorted	0
i recognize the value of hard work and strive to put in my best effort.	non-distorted	0
first of all, such a person requires understanding, if someone suffers from something, we should understand it and respect it to some extent.	non-distorted	0
your roommate asked you to clean up so he's worried about your common living space.	non-distorted	0
i have learned what i need from a job because of how i felt at my old one.	non-distorted	0
just because i feel like i look silly does not mean it is true.	non-distorted	0
they paid attention to me, although the attention was not the same as it has been in the past.	non-distorted	0
it's okay to take reasonable precautions, but it's impossible to anticipate and control every possible risk.	non-distorted	0
challenge your beliefs about your ability to form close relationships. it's never too late to overcome them.	non-distorted	0
i'm learning to let go of things i cannot control and focus on what i can.	non-distorted	0
there is solutions out there to help situations. its not wrong just different.	non-distorted	0
my doctor told me that the heart is a muscle, using a muscle makes it stronger, and a rapid heartbeat is not necessarily dangerous.	non-distorted	0
taking responsibility for your life and the lives of others doesn't require constant worry; instead, focus on taking action where you can and letting go of what you can't control.	non-distorted	0
sometimes talking to my therapist does help me feel better.	non-distorted	0
being a good mother doesn't require constant worry; it's about being supportive, caring, and present for your child.	non-distorted	0
challenge societal expectations and norms about likability. focus on being true to yourself.	non-distorted	0
family is what we make it, and love and connection can be found in many forms.	non-distorted	0
there is no reason, why he should be angry with me. it is more probable that something at work keeps him completely busy and if he is indeed annoyed, he is annoyed by work or something connected with it.	non-distorted	0
this feeling won't last forever, and i will feel better at some point.	non-distorted	0
it's important to be prepared, but worrying excessively about potential harm can lead to unnecessary stress and anxiety.	non-distorted	0
learning new things can be challenging, but i can improve with practice and effort.	non-distorted	0
heartbreak is painful, but with time and support, we can heal and move forward.	non-distorted	0
i will make some sacrifices of my free time because i love my child, but i will strive to have a balance in my life between work and relaxation.	non-distorted	0
this thought record is something new that might help, but i'm doubtful.	non-distorted	0
my mistakes don't define me, they're opportunities for growth and self-improvement.	non-distorted	0
taking things seriously doesn't mean you have to constantly worry; it's about being thoughtful and intentional in your actions.	non-distorted	0
i value the importance of self-care and make time for it in my routine.	non-distorted	0
distinguish between parasitic anxieties and fears with a time and proximity analysis.	non-distorted	0
its a very important day for me but not so much for him it seems.what did i even do wrong?did he find someone else or he just wants to break out with me.	non-distorted	0
feeling like a failure for not worrying is not helpful or productive; instead, focus on taking action where you can and letting go of what you can't control.	non-distorted	0
seek support and guidance to work through past experiences or traumas that may be influencing your negative self-talk.	non-distorted	0
i live in a safe neighborhood. i appreciate that my neighbors know me and wave when they see me. i enjoy watching the children play and hearing their laughter.	non-distorted	0
confronting our fears can be scary, but it can also be a powerful way to build confidence and resilience.	non-distorted	0
think about what it is about you that they like. i'll guess there have been others in the past who haven't liked you at first, but some have changed their mind over time as they get to know you.	non-distorted	0
it is never to later, just need to find the strength to ask for help. making this decision will be a better one. i am not worthless.	non-distorted	0
blaming himself for his son's mistakes will not help him solve them. we will not go back to the future anyway.	non-distorted	0
i'm just overeacting due to stress. at this point i must calm down and wait for the actual results.	non-distorted	0
it is possible that the husband did not respond to the statement about being a co-roommate because he did not take it seriously, he probably thought that his wife only wanted to scare him. .	non-distorted	0
he probably doesnt like me as much as i thought or he got bored of me.how can he of all people forgot my birthday.	non-distorted	0
when i don't worry, it doesn't make the children more vulnerable. .	non-distorted	0
it's okay to care deeply about those around you without feeling like you need to worry about everything all the time.	non-distorted	0
i appreciate the power of empathy and try to practice it in my interactions with others.	non-distorted	0
i acknowledge the privilege i have in certain areas of my life and strive to use it for good.	non-distorted	0
that's not true, even if you don't find a job on something that fulfills you, you can always keep looking for it and keeping improving yourself those moments will only help you in the long term and when you find what you desire you will grab it because you know how hard it was to get there.	non-distorted	0
again if you don't discuss this situation with her you don't know why she does that, labeling people is easy but trying to understand them and work with them is the hard yet right way to go.	non-distorted	0
everyone has been late at least once or twice in their life. therefore, they will definitely sympathize with you and nobody will look down on you for being late once. .	non-distorted	0
employers like to employ people who have come from a job rather than long term unemployed and show some compassion to redundancies .	non-distorted	0
my worth isn't tied to my ability to be perfect, it's about being kind, compassionate, and authentic.	non-distorted	0
they have flaws, but they also have many good qualities.	non-distorted	0
in the normal course of things people you work with will come round to having an acceptance of you and fondness will grow from that.	non-distorted	0
she's probably just getting ready and is in a rush. it's hard to tell the tone of her answer in a typed response.	non-distorted	0
plus, im sure your mother would rather not see you sad and depressed but instead with the strenght to move on.	non-distorted	0
it's better to ask and clarify what really happened and give the chance for him to explain.	non-distorted	0
others may not be paying attention to it, or looking to see if nothing has happened.	non-distorted	0
my daughter asked me to take a look at some vegetables in their garden that were dying.	non-distorted	0
it's okay to be imperfect, that's what makes me human.	non-distorted	0
i don't need to worry all the time to be a good mother. if something bad happens, my worry doesn't protect her. .	non-distorted	0
being proactive is important, but it's also important to recognize that some things are beyond your control.	non-distorted	0
life can be difficult, but there are still moments of happiness to be found if we look for them.	non-distorted	0
it is very bad to assume that someone is having an affair, because it is a very big accusation and can hurt another person. it is best not to say things under the influence of emotions.	non-distorted	0
the other person did not notice you or they may have had something on their mind and wasn't paying attention to their surroundings.	non-distorted	0
i think you should talk about your problems with your friends because they may not know what makes you angry or sad.	non-distorted	0
she stuck with me during all those years of drinking.	non-distorted	0
anxiety can cause a rapid heartbeat.	non-distorted	0
it's important to have compassion for myself when things don't go according to plan.	non-distorted	0
you don't need to do something you don't really want just because other people like it. there's nothing wrong with not going to nightclubs. pursue other interests that are more appealing to you. .	non-distorted	0
you have said you are feeling much better than 3 years ago, what things can you do now that you couldn't face then? those 3 years have helped to build a stronger more positive you.	non-distorted	0
if no altercations have occurred i can assume i'm neither a better nor worse human than yesterday. maybe i can give him a ring instead during a time i know he's not too busy.	non-distorted	0
if you think you've made mistakes in the past, then assuming your children are still alive, let them know and make up for them now.	non-distorted	0
someone will find me attractive no matter what my hairline looks like.	non-distorted	0
i took the car in to get the oil changed today.	non-distorted	0
she seemed happy to see me when i came home from work tonight.	non-distorted	0
i was home if angelina needed me, and i've taught angelina how to make good choices and be safe. so it is ok for me to relax when she is gone.	non-distorted	0
it's possible to care deeply without letting worry and anxiety take over your life.	non-distorted	0
exploring the world can be an incredible experience, but there are also many wonders to be found in our own backyards.	non-distorted	0
they are skilled at what they do, and i respect their expertise.	non-distorted	0
i cannot complain all the time i am single if i dont even make the effort to meet people. i need to boost myself and go to the party so i wont regret it afterwards.	non-distorted	0
no one is gonna understand me and they will probably think im going crazy and in the worse case senario some will even try to restrain me.	non-distorted	0
he has married a person with feelings and emotions like him.  he knows your weaknesses and strengths and marries you anyway.	non-distorted	0
you must avoid these negative thoughts and act with your patient as you always have done.	non-distorted	0
she is supportive of my aa attendance and wants me to stay sober.	non-distorted	0
i'm learning to accept my imperfections and celebrate my uniqueness.	non-distorted	0
being vigilant is important, but it's also important to balance that with self-care and taking time for yourself.	non-distorted	0
she did love you but her feelings changed and she neds to move on with her life. you are not forgotten and she will always cherish the times you had but you both need to adjust to this new situation.	non-distorted	0
deciding you won't finish it now and giving up will set that failure in stone, so as long as you work until the end there is every possibility of finishing.	non-distorted	0
i'm a psychiatrist from pennsylvania university, i took me a lot of work to get here, i will be more confident.	non-distorted	0
also the probability of randomly passing out is fairly low so i shoulnd't think about it as a certainty.	non-distorted	0
amy seemed to enjoy my stories about her mom as a teenager.	non-distorted	0
while it can be challenging to trust others, building relationships and connections with people can enrich our lives in countless ways.	non-distorted	0
while it can be scary to trust others, taking a chance on relationships can lead to deep connections and meaningful experiences.	non-distorted	0
we have the power to change our thought patterns and create a more positive and fulfilling life.	non-distorted	0
i value the importance of communication in building strong relationships.	non-distorted	0
mental health is as important as physical health and my coworkers probably understand that and may have their own struggles.	non-distorted	0
sometimes there are better and worse times, don't worry, you can find another job. maybe i just had a bad day at work.	non-distorted	0
i know it is just an objective remark and therefore should not start a fight as this will ruin the evening.	non-distorted	0
i shouldn't care really that much if people like me or not. most important is to be happy with yourself.	non-distorted	0
perfection isn't necessary for success, it's about consistently showing up and doing my best.	non-distorted	0
this got everyone talking about fun things they planned to do outdoors this weekend.	non-distorted	0
learn how to unconditionally accept yourself, with or without your fears.	non-distorted	0
someone else once again was promoted at work, i think my emloyer is not only looking for how long someone is working here but how good they are at that work if i just improve at my work i could get promoted too.	non-distorted	0
not because they do not take into account the idea that i express, i have to get frustrated. probably this time it was not a good idea, but i will come up with an idea that all my colleagues agree on.	non-distorted	0
he's a little too strict. maybe he's a workaholic. he wasn't on family dinner and i still don't know why. maybe he couldn't appear for a good reason, i should talk with him.	non-distorted	0
in modern society asperger's is known about, if only on a basic level, by larger and larger numbers of people.	non-distorted	0
he must have a lot on his mind at the moment, perhaps i should talk to him. .	non-distorted	0
having a life partner is not necessarily the meaning of a fulfilled life.	non-distorted	0
true love is the best thing in the whole world i already know.	non-distorted	0
i am capable of overcoming obstacles and challenges.	non-distorted	0
i need to remember that progress is more important than perfection.	non-distorted	0
i'm grateful for the lessons i've learned from my past experiences.	non-distorted	0
there are many people that have niche interests and be into something that is not popular with the general population, however this could be an interesting topic for conversation with other people.	non-distorted	0
"i'm making great progress. i can do it even better the next time. i did it once - i'll do it again. ""ever tried. ever failed. no matter. try again. fail again. fail better."	non-distorted	0
isn't it worth staying alive for a few decades and experience what the world has to offer (good and bad) rather than checking out early and going into the black forever? .	non-distorted	0
by remembering those friends and people i've met throughout my life that enriched my experience i can move forward with hope of finding individuals like that again.	non-distorted	0
i don't know why i'm feeling like this, it must be nervousness around  this whole situation.	non-distorted	0
seeking for help is not akin to admitting defeat, it is the start to the path to victory.	non-distorted	0
maybe i can start small and figure out the path i'd like to take to my life.	non-distorted	0
it is very possible that there is no time during the weekend.	non-distorted	0
although i'm really upset now, i know it won't really last forever.	non-distorted	0
i survived detox, which felt a lot worse than this anger.	non-distorted	0
that waitress laughed about her mistake, and the customer didn't seem to mind.	non-distorted	0
with time and effort, we can change our negative thought patterns and develop more positive ways of thinking.	non-distorted	0
in my experience, my dad doesn't want to talk to my mom about problems either because he is tired of how mom gets nervous during such a conversation and accuses my dad of various things without looking at his good sides.	non-distorted	0
i should talk with him. he wants me to do something against my will. he could for example intoduce me with people around there. maybe i am a shy person, he should know me, he is my husband.	non-distorted	0
also, while he usually calls me from work, we didnt have an appointment or anything like that, so, he didnt have to call for cancelling anything either.	non-distorted	0
i'm sure i will sell more policies in the future, i've done it before and i'm good at my work. i shouldn't worry about this one.	non-distorted	0
he could be having a hard day and he already got 2 other cold calls during the morning that ended badly and wasted his time.	non-distorted	0
my husband is not calling me today from work. he must be extremely busy at work. i will text to see how he is doing.	non-distorted	0
not everything is so simple as you're either a man or your not for something like this.	non-distorted	0
some days i feel a little better.	non-distorted	0
even though i am in a lot of pain right now, talking to somebody who cares might help me feel better, as it has in the past.	non-distorted	0
success is about progress, not perfection.	non-distorted	0
hating that you are feeling a certain way is the first step to feeling positive about yourself, its good that you understand how you feel now is not sustainable to happiness.	non-distorted	0
my son is just a teenager and has his own problems to deal with, but i should talk with him anyways becouse he need to take care of this house as much as rest of our family.	non-distorted	0
taking their decision as a motivation to move forward to another great experience will be healthier than thinking they made a mistake when they chose my book.	non-distorted	0
it can be true but she always chooses where to go only in this situations because for example i only choose how to go there, by car, bus or other.	non-distorted	0
i should start to be more open minded and think it will be a good night! there are free finger foods and 2/3 guys seem very nice and funny.	non-distorted	0
by focusing on facts we don't leave a room for negative thinking about ourselves or assuming what is going on in someone else mind.	non-distorted	0
i am aware of what my goals are, and so i can slowly take steps towards becoming the kind of person who can achieve those goals.	non-distorted	0
she's going to be ok. many people were in the same situation, with the help of a doctor it's gonna be ok.	non-distorted	0
she definitely has forgiven you everything bad that happened between you two.	non-distorted	0
to not be a good wife, you have to be so horrible to your husband.	non-distorted	0
she tells me she loves me and does nice things for me when we're not fighting.	non-distorted	0
last month when i got really upset, i didn't drink because i was with jim, and after an hour i felt better anyway.	non-distorted	0
she does care about me.	non-distorted	0
they have an open mind and are always willing to consider different perspectives.	non-distorted	0
i will be more careful next time and will ask for his help (take care of the kids, dressing up the tables, wash the dishes) while controlling the whole diner preparation.	non-distorted	0
there are no perfect humans and all of us make mistakes, and this one was mine and i should live with the pain caused by my actions.	non-distorted	0
you should talk to her before you jump to conclusions. but you've done nothing wrong, so don't beat yourself up.	non-distorted	0
but this is very big, i have even an editor and he seems really happy with my work.	non-distorted	0
i was able to tell her that they weren't getting enough water.	non-distorted	0
a rapid heartbeat doesn't mean that i am having a heart attack.	non-distorted	0
my self-worth isn't tied to my ability to be perfect, it's about who i am as a person.	non-distorted	0
i am capable of change and transformation.	non-distorted	0
i guess it helps when i shower, get dressed. walking seems to help, although i don't feel like it when i'm down.	non-distorted	0
they have shown empathy and understanding towards others, and it inspires me to do the same.	non-distorted	0
i have several options and reasons to think i was not the issue why he was so angry on the phone therefore i should move one and find a better time to call him next time or to approach him a different way (mail, linkedin message, letter) .	non-distorted	0
maybe you can ask your boss for advice and explain why he didn't like your job, then you can use that to improve your work.	non-distorted	0
learning more about others instead focusing on ourselves will help me to see things from different perspectives.	non-distorted	0
i don't think my approach was wrong, just the other person was not ready for this kind of call in that moment. .	non-distorted	0
i'd say she just wants to be able to help you, but she can't think of a way to help.	non-distorted	0
he genuinely seemed excited about the book and i need to believe more in myself.	non-distorted	0
i should ask for some tips to help me feel more confident.	non-distorted	0
my value as a person is not tied to my ability to be perfect, it's about my inherent worth.	non-distorted	0
i am focusing on my strengths and accomplishments, not my shortcomings.	non-distorted	0
they have a good sense of intuition, and it helps them navigate tough situations.	non-distorted	0
i'm grateful for the beauty of art and try to incorporate it into my life.	non-distorted	0
i appreciate the power of human connection and strive to build meaningful relationships.	non-distorted	0
other career opportunities might appear, more intriguing and enjoyable ones. even if it pays less, it is important to feel content with what you do. money isn't everything.	non-distorted	0
i shouldnt be mad at him the whole evening as it will not resolve anything and just ruin the atmosphere and i dont want it to impact as well the kids / guests.	non-distorted	0
if she was being rude with you over something so simple, maybe its because she misinterpreted your email, or maybe she is just having a bad day.	non-distorted	0
they maybe in a rush to get to their destination that they couldn't wave or initiate contact that would dely them from getting to that location.	non-distorted	0
all of the thoughts in your head are your own thoughts, they are not the thoughts of the people you believe to be judging you.	non-distorted	0
i think i feel this way because i'm afraid that things go wrong. i need to be more confident in order to fully embrace live.	non-distorted	0
no on is perfect and it is ok to make mistakes because it is how we learn to be better.	non-distorted	0
at work, i learned the computer filing system, which is complicated.	non-distorted	0
every therapy experience is unique, and i am open to trying different approaches to find what works best for me.	non-distorted	0
i am surrounded by positivity and abundance.	non-distorted	0
my wife knows that i'm sad because i wanted to go to the party but in the end i couldn't make it, so she decides to call me to see how i'm doing, worrying about me and letting me know that she's okay.	non-distorted	0
parties are one of the few places where people feel comfortable meeting others and so even if you don't know anyone, chances are you'll end up meeting someone new. .	non-distorted	0
that's a bit harsh,perhaps hes struggling with something and my call disturbed him.he should consider my feelings too, i'm only trying to earn money.	non-distorted	0
everyone has a group of people who they hang out with. there is nothing wrong about that. he is just your wife's acquaintance.	non-distorted	0
i should be more understanding and if he really wouldnt want to see me he would have offered me so many options to meet.	non-distorted	0
use other methods, do other activities, go out with friends, watch tv, go the zoo.	non-distorted	0
just because one thing goes wrong does not mean that it is always happening.	non-distorted	0
if i study harder the next time i will have a better chance of passing.	non-distorted	0
i can get help from my therapist until i know how to do it on my own.	non-distorted	0
nicole fell asleep in my lap.	non-distorted	0
my heart is racing and i am sweating because i'm anxious and nervous about being on an airplane.	non-distorted	0
i am obviously disappointed as i was excited to finally meet this person but i also have to put myself in his shoes: he seems very worried about his sickness and sounded very tired.	non-distorted	0
therefore, don't concentrate so much on the negative reactions you face, look to talk about your issue with those who are willing to understand it.	non-distorted	0
more importantly, i might not be able to find a man because i lack self-love and confidence and may need to work on that first.	non-distorted	0
there is no reason for doing such thing, she might be bosses good friend, but there is no bad blood between us.	non-distorted	0
i mean, they don´t know me! how could they make an accurate assumption of me if they don´t know me at all?	non-distorted	0
i work very hard to get everything perfect for him but maybe he hasn't seen that point of view yet.	non-distorted	0
he wanted to show on his best day and therefore prefers to cancel and enjoy the next time we meet.	non-distorted	0
many people will not think like you so why feel different?	non-distorted	0
recovery is possible, and i am taking steps towards it.	non-distorted	0
they have a kind heart, and it shows in their actions towards others.	non-distorted	0
they have a positive attitude, and it's infectious.	non-distorted	0
dont give so much attention to what they think. they all know how close you were, and if you always treated her well while she was alive, it means you've made her life so much worthwhile and happier.	non-distorted	0
maybe i should have asked if that is a right time to call him, if he would have some time to talk but i immediately presented myself and start my speech instead of giving him the time to concentrate on the call.	non-distorted	0
what were the supervisors actual words, did she praise parts of it or give ideas to help improve the thesis? have others had similar feedback and how are they reacting, can you bounce ideas off of each other?	non-distorted	0
whether or not i go to family vacations, i will not change my family's negative opinion of me. i will try to go, and if i can not send a gift to my parents, i do not have to feel bad about this situation.	non-distorted	0
once the people you socialise with understand what you are going through, they will be happy to have you in their company and the feelings of humiliation will subside in time.	non-distorted	0
you offer your family your personality, friendship, love, and caring. where is the burden in that?	non-distorted	0
depression is disease like other disease i can take sick leave and seek some counseling.	non-distorted	0
again i just talk to her if it won't help i should avoid this personde.	non-distorted	0
i have had this happen to me before in airports, on airplanes, and when thinking about flying.	non-distorted	0
we can learn from our mistakes and use them as opportunities for growth and self-improvement.	non-distorted	0
i will find a new job because i have lots of life experience to bring to the table. i am willing to work hard and that makes me a valuable employee.	non-distorted	0
i know this is hard to hear but, if you actually believe she never loved you like you did, then chances are she wasnt the one for you.	non-distorted	0
i have to remember what i see with  my own eyes it's not always the truth and they may be suffering in silence.	non-distorted	0
my speech may not be the best, but it's still decent and i will do better than most of the speakers in my age.	non-distorted	0
he is probably busy with work. unless you had an argument, is there a reason for him to be angry?	non-distorted	0
she could be a great wife most of the times and may be she made one or two mistakes.	non-distorted	0
