sentence,Response
He's probably busy with something right now and can't answer. He'll probably call me back later. I should do something to not think about it now.,non-distorted
Forming close relationships takes time and effort. Don't give up and don't let setbacks or disappointments discourage you.,non-distorted
"Emotions are a natural and valid part of the human experience, and I am learning to manage them in healthy ways.",non-distorted
"It really doesn't matter what other people think of me, my focus should be at excelling at my work activities, complying with the rules, anything else is non important ",non-distorted
"My friends might be out without me but that's fine, I don't like going really anyway and it doesn't mean they don't like me.",non-distorted
She seemed really pleased that I appreciated her help. I felt good for cheering her up with such a small thing.,non-distorted
"Happiness is not solely dependent on having a partner, but on cultivating positive relationships with others and ourselves.",non-distorted
"This condition doesn't define me, it's just something that happened. I just need to adapt my life around it. I just need to surround myself with positive people to support me with this situation.",non-distorted
Recognize and defeat catastrophic thinking.,non-distorted
"I'm proud of myself for being vulnerable and putting myself out there, even if it's not perfect.",non-distorted
"Showing love and dedication doesn't require constant worry; instead, focus on being present and supportive in the moment.",non-distorted
"Your life can be worthwhile, with or without a woman.  Your Mum expected you to be independent; don't dissapoint her.",non-distorted
I do not even know how to break the ice and thought about a 1000 stupids way to introduce myself before coming.,distorted
Being a responsible adult involves more than just worrying; it's about taking action to make the world a better place and being a positive force in the lives of those around you.,non-distorted
Focus on building meaningful connections with others rather than worrying about whether or not you are likable.,non-distorted
"Bullying victims usually luck self confidence and thatâ€™s why they are targeted by those individuals, I can think of a dozen people that I knew from my student years that were weirdand differentyet they were popular and well liked by the majority of people.",distorted
I acknowledge the challenges in the world and strive to make a positive impact where I can.,non-distorted
"Birthdays can be a time of joy and celebration, regardless of family circumstances.",non-distorted
"Everything seems to be overwhelming at the moment, however, when you are in a better mood, you will definitely find there to still be time for your other plans and ambitions.",non-distorted
"My boss is demanding for a reason, I might be not as productive as expected but I can start from there and get better so that there will not be any reason to be demanding.",non-distorted
"If you are confident in yourself that you are a good and likeable person, accept that the fault lies in others if they genuinely dislike you.",distorted
"It is difficult to accept that our children, to be individual, must learn their own way in the world.",non-distorted
No one really notices that your anxious as they will be too worried about their own anxiety or life problems and just paying attention to the information you give,distorted
"Ensuring the safety and security of those around you is important, but it's also important to recognize that some things are beyond your control.",non-distorted
"Understanding complex topics may take time and effort, but it's not impossible.",non-distorted
"They have a great sense of style and creativity, and it's inspiring.",non-distorted
I value the importance of self-reflection in personal growth.,non-distorted
Being a good caretaker involves more than just worrying; it's about being there for someone when they need you and supporting them in practical ways.,non-distorted
Everyone has unique qualities that make them likable to some people and not to others. Embrace your uniqueness.,non-distorted
"Depression is treatable, and I am taking steps towards improving my mental health and well-being.",non-distorted
"The world is full of beauty and wonder, and there are always new experiences to be had, no matter where we are.",non-distorted
"It's clear everyone should show respect to each other. If someone is rude to you, don't do the same, show them you are a better person than them.",non-distorted
"Being a good friend, partner, or parent involves more than just worrying; it's about being present, supportive, and empathetic.",non-distorted
I am taking steps to protect myself from being taken advantage of in the future.,non-distorted
"Even in difficult times, we can find hope and joy by focusing on the things we are grateful for.",non-distorted
Those that don't have issues of their own that they need to work through and it is very difficult for you to help them when you have your own thoughts and feelings to deal with.,distorted
You give up too easily. Try to be more optimistic and have confidence in yourself. You have managed to get a job before so why has anything changed differently now.,non-distorted
"He doesn't do that deliberately, he is a good man but not perfect. Maybe he just forgot to charge the phone, as I once did and caused him so much worry.",non-distorted
"Anticipating potential issues is important, but excessive worry can lead to paralysis and prevent you from taking action.",non-distorted
It's possible to acknowledge potential risks without dwelling on them excessively or letting them consume your thoughts.,non-distorted
"Staying informed and prepared is important, but it's also important to prioritize your mental and emotional well-being.",non-distorted
"I know I didn't do anything wrong. Anyone can have bad days, maybe they are thinking about something else or preoccupied that didn't see what's happening around them.",non-distorted
"Feeling in control is important, but excessive worry can lead to a sense of overwhelm and helplessness.",non-distorted
"Regret is a normal emotion, but excessive worry can lead to a sense of overwhelm and prevent you from enjoying the present moment.",non-distorted
I am learning to trust my instincts and intuition.,non-distorted
I am proud of myself for the progress I have made.,non-distorted
I could meet very interesting people and some could even become friends. I dont need to put pressure on myself to find absolutely someone tonight; I can just relax and enjoy some nice socialising and music.,non-distorted
Positive attracts more positive and negative attracts more negative.,distorted
It is possible for something to be less than perfect and still have worth (she still got a good tip).,non-distorted
"While it's good to be proactive, excessive worry can be counterproductive and lead to unnecessary stress.",non-distorted
Taking things seriously doesn't mean you have to constantly worry; it's about being prepared and proactive without letting fear control your life.,non-distorted
"Not everyone will like you, and that's okay. Focus on cultivating positive relationships with those who appreciate you.",non-distorted
"Not everyone will click with you, and that's okay. Focus on finding people who share your interests and values and cultivating those relationships.",non-distorted
My worth is not defined by my circumstances or external factors.,non-distorted
Being a responsible member of society involves more than just worrying; it's about taking action to make the world a better place.,non-distorted
It's possible that Marsha's behavior has nothing to do with you. Don't take it personally.,non-distorted
Being likable is subjective and can depend on a variety of factors beyond your control. Focus on being true to yourself and building meaningful connections.,non-distorted
"I am resilient, and I will overcome this challenge.",non-distorted
It is also an opportunity to maybe meet someone I could fancy and be in a relationship with so instead of finding excuses I should at least try to see by myself!,non-distorted
They are wishing for the best for you and just want your work to be polished and improved before submission.,non-distorted
I am proud that I got out there and made a suggestion even though it want well received.,non-distorted
"Success is about progress and growth, not about being perfect all the time.",non-distorted
"It's okay to make mistakes, it's how we learn and evolve.",non-distorted
Showing commitment doesn't require constant worry; it's about being present and supportive in both good times and bad.,non-distorted
"Everyone has flaws and imperfections, and that doesn't make them unlikable or unworthy of love and connection.",non-distorted
"Maybe rather than just worrying, I could talk it over with Sylvie and decide how to handle it.",non-distorted
"You are not unlucky a lot of goods things have happened in your life,and they will again. You just need to be more positive. Slow down and appreciate the little things in life.",non-distorted
"Some people don't really like this kind of calls, he also may be having a bad day. I won't make a big deal of this.",non-distorted
"Being prepared is important, but it's also important to trust in your ability to handle unexpected situations as they arise.",non-distorted
Challenge limiting beliefs or fears that may be holding you back from forming close relationships. Focus on growth and learning.,non-distorted
"I am worthy of forgiveness, both from others and myself.",non-distorted
"They have accomplished a lot in their career, and they deserve recognition for their hard work.",non-distorted
"Feeling guilty for not worrying is not helpful or productive; instead, focus on taking practical steps to address any potential issues.",non-distorted
Don't assume people dislike you just because one person does. Keep an open mind and give others a chance.,non-distorted
"Overcoming fears requires patience, persistence, and self-compassion.",non-distorted
"As for the he wouldn't have gotten in trouble, that could be true and it can also be false, there's no way for you to know that.",non-distorted
The look on Judyâ€™s face was because she remembered her sisterâ€™s birthday.,non-distorted
I am worthy of love and respect.,non-distorted
"It's not true that i am a failure becuase it is referred only to this situation, in other situations i am not a failure but i can much better than other people",non-distorted
I am feeling sad but atleast  should return my friend calls or she will get worried about me.,non-distorted
I guess not everyone has the same rules about perfection that I do.,non-distorted
Taking responsibility for your own life and the lives of others doesn't mean you have to worry excessively about every possible outcome.,non-distorted
Don't let negative self-talk dictate your beliefs about your worthiness for love and connection. Be kind to yourself.,non-distorted
I recognize the value of hard work and strive to put in my best effort.,non-distorted
"First of all, such a person requires understanding, if someone suffers from something, we should understand it and respect it to some extent.",non-distorted
your roommate asked you to clean up so he's worried about your common living space,non-distorted
I have learned what I need from a job because of how I felt at my old one.,non-distorted
Just because I feel like I look silly does not mean it is true.,non-distorted
"They paid attention to me, although the attention was not the same as it has been in the past.",distorted
"It's okay to take reasonable precautions, but it's impossible to anticipate and control every possible risk.",non-distorted
Challenge your beliefs about your ability to form close relationships. It's never too late to overcome them.,non-distorted
I'm learning to let go of things I cannot control and focus on what I can.,non-distorted
There is solutions out there to help situations. Its not wrong just different.,non-distorted
"My doctor told me that the heart is a muscle, using a muscle makes it stronger, and a rapid heartbeat is not necessarily dangerous.",non-distorted
"Taking responsibility for your life and the lives of others doesn't require constant worry; instead, focus on taking action where you can and letting go of what you can't control.",non-distorted
Sometimes talking to my therapist does help me feel better.,non-distorted
"Being a good mother doesn't require constant worry; it's about being supportive, caring, and present for your child.",non-distorted
Challenge societal expectations and norms about likability. Focus on being true to yourself.,non-distorted
"Family is what we make it, and love and connection can be found in many forms.",non-distorted
"There is no reason, why he should be angry with me. It is more probable that something at work keeps him completely busy and if he is indeed annoyed, he is annoyed by work or something connected with it.",non-distorted
"This feeling wonâ€™t last forever, and I will feel better at some point.",non-distorted
"It's important to be prepared, but worrying excessively about potential harm can lead to unnecessary stress and anxiety.",non-distorted
"Learning new things can be challenging, but I can improve with practice and effort.",non-distorted
"Heartbreak is painful, but with time and support, we can heal and move forward.",non-distorted
"I will make some sacrifices of my free time because I love my child, but I will strive to have a balance in my life between work and relaxation.",non-distorted
"This Thought Record is something new that might help, but Iâ€™m doubtful.",non-distorted
"My mistakes don't define me, they're opportunities for growth and self-improvement.",non-distorted
Taking things seriously doesn't mean you have to constantly worry; it's about being thoughtful and intentional in your actions.,non-distorted
I value the importance of self-care and make time for it in my routine.,non-distorted
Distinguish between parasitic anxieties and fears with a time and proximity analysis.,non-distorted
Its a very important day for me but not so much for him it seems.What did i even do wrong?Did he find someone else or he just wants to break out with me,distorted
"Feeling like a failure for not worrying is not helpful or productive; instead, focus on taking action where you can and letting go of what you can't control.",non-distorted
Seek support and guidance to work through past experiences or traumas that may be influencing your negative self-talk.,non-distorted
I live in a safe neighborhood. I appreciate that my neighbors know me and wave when they see me. I enjoy watching the children play and hearing their laughter.,non-distorted
"Confronting our fears can be scary, but it can also be a powerful way to build confidence and resilience.",non-distorted
"Think about what it is about you that THEY like. I'll guess there have been others in the past who haven't liked you at first, but some have changed their mind over time as they get to know you.",distorted
"It is never to later, just need to find the strength to ask for help. Making this decision will be a better one. I am not worthless.",non-distorted
Blaming himself for his son's mistakes will not help him solve them. We will not go back to the future anyway.,non-distorted
I'm just overeacting due to stress. At this point i must calm down and wait for the actual results.,non-distorted
"It is possible that the husband did not respond to the statement about being a co-roommate because he did not take it seriously, he probably thought that his wife only wanted to scare him. ",non-distorted
He probably doesnt like me as much as i thought or he got bored of me.How can he of all people forgot my birthday,distorted
"When I donâ€™t worry, it doesnâ€™t make the children more vulnerable. ",non-distorted
It's okay to care deeply about those around you without feeling like you need to worry about everything all the time.,non-distorted
I appreciate the power of empathy and try to practice it in my interactions with others.,non-distorted
I acknowledge the privilege I have in certain areas of my life and strive to use it for good.,non-distorted
"That's not true, even if you don't find a job on something that fulfills you, you can always keep looking for it and keeping improving yourself Those moments will only help you in the long term and when you find what you desire you will grab it because you know how hard it was to get there",non-distorted
"Again if you donâ€™t discuss this situation with her you donâ€™t know why she does that, labeling people is easy but trying to understand them and work with them is the hard yet right way to go.",non-distorted
"Everyone has been late at least once or twice in their life. Therefore, they will definitely sympathize with you and nobody will look down on you for being late once. ",non-distorted
Employers like to employ people who have come from a job rather than long term unemployed and show some compassion to redundancies .,distorted
"My worth isn't tied to my ability to be perfect, it's about being kind, compassionate, and authentic.",non-distorted
"They have flaws, but they also have many good qualities.",non-distorted
In the normal course of things people you work with will come round to having an acceptance of you and fondness will grow from that.,non-distorted
Sheâ€™s probably just getting ready and is in a rush. Itâ€™s hard to tell the tone of her answer in a typed response.,non-distorted
"Plus, Im sure your mother would rather not see you sad and depressed but instead with the strenght to move on.",non-distorted
It's better to ask and clarify what really happened and give the chance for him to explain.,non-distorted
"Others may not be paying attention to it, or looking to see if nothing has happened.",distorted
My daughter asked me to take a look at some vegetables in their garden that were dying.,non-distorted
"It's okay to be imperfect, that's what makes me human.",non-distorted
"I donâ€™t need to worry all the time to be a good mother. If something bad happens, my worry doesnâ€™t protect her. ",non-distorted
"Being proactive is important, but it's also important to recognize that some things are beyond your control.",non-distorted
"Life can be difficult, but there are still moments of happiness to be found if we look for them.",non-distorted
"It is very bad to assume that someone is having an affair, because it is a very big accusation and can hurt another person. It is best not to say things under the influence of emotions.",non-distorted
The other person did not notice you or they may have had something on their mind and wasn't paying attention to their surroundings.,non-distorted
I think you should talk about your problems with your friends because they may not know what makes you angry or sad.,non-distorted
She stuck with me during all those years of drinking.,non-distorted
Anxiety can cause a rapid heartbeat.,non-distorted
It's important to have compassion for myself when things don't go according to plan.,non-distorted
You don't need to do something you don't really want just because other people like it. There's nothing wrong with not going to nightclubs. Pursue other interests that are more appealing to you. ,non-distorted
"You have said you are feeling much better than 3 years ago, what things can you do now that you couldn't face then? Those 3 years have helped to build a stronger more positive you.",non-distorted
If no altercations have occurred I can assume I'm neither a better nor worse human than yesterday. Maybe I can give him a ring instead during a time I know he's not too busy.,non-distorted
"If you think you've made mistakes in the past, then assuming your children are still alive, let them know and make up for them now.",non-distorted
Someone will find me attractive no matter what my hairline looks like.,non-distorted
I took the car in to get the oil changed today.,non-distorted
She seemed happy to see me when I came home from work tonight.,non-distorted
"I was home if Angelina needed me, and Iâ€™ve taught Angelina how to make good choices and be safe. So it is OK for me to relax when she is gone.",non-distorted
It's possible to care deeply without letting worry and anxiety take over your life.,non-distorted
"Exploring the world can be an incredible experience, but there are also many wonders to be found in our own backyards.",non-distorted
"They are skilled at what they do, and I respect their expertise.",non-distorted
I cannot complain all the time i am single if I dont even make the effort to meet people. I need to boost myself and go to the party so I wont regret it afterwards.,non-distorted
No one is gonna understand me and they will probably think im going crazy and in the worse case senario some will even try to restrain me,distorted
He has married a person with feelings and emotions like him.  He knows your weaknesses and strengths and marries you anyway,non-distorted
You must avoid these negative thoughts and act with your patient as you always have done.,non-distorted
She is supportive of my AA attendance and wants me to stay sober.,non-distorted
I'm learning to accept my imperfections and celebrate my uniqueness.,non-distorted
"Being vigilant is important, but it's also important to balance that with self-care and taking time for yourself.",non-distorted
She did love you but her feelings changed and she neds to move on with her life. You are not forgotten and she will always cherish the times you had but you both need to adjust to this new situation,non-distorted
"Deciding you won't finish it now and giving up will set that failure in stone, so as long as you work until the end there is every possibility of finishing.",non-distorted
"I'm a Psychiatrist from Pennsylvania University, I took me a lot of work to get here, I will be more confident.",non-distorted
Also the probability of randomly passing out is fairly low so I shoulnd't think about it as a certainty.,non-distorted
Amy seemed to enjoy my stories about her mom as a teenager.,non-distorted
"While it can be challenging to trust others, building relationships and connections with people can enrich our lives in countless ways.",non-distorted
"While it can be scary to trust others, taking a chance on relationships can lead to deep connections and meaningful experiences.",non-distorted
We have the power to change our thought patterns and create a more positive and fulfilling life.,non-distorted
I value the importance of communication in building strong relationships.,non-distorted
Mental health is as important as physical health and my coworkers probably understand that and may have their own struggles.,non-distorted
"Sometimes there are better and worse times, don't worry, you can find another job. maybe I just had a bad day at work.",non-distorted
I know it is just an objective remark and therefore should not start a fight as this will ruin the evening.,non-distorted
I shouldn't care really that much if people like me or not. Most important is to be happy with yourself.,non-distorted
"Perfection isn't necessary for success, it's about consistently showing up and doing my best.",non-distorted
This got everyone talking about fun things they planned to do outdoors this weekend.,non-distorted
"Learn how to unconditionally accept yourself, with or without your fears.",non-distorted
"Someone else once again was promoted at work, I think my emloyer is not only looking for how long someone is working here but how good they are at that work if I just improve at my work I could get promoted too.",non-distorted
"Not because they do not take into account the idea that I express, I have to get frustrated. Probably this time it was not a good idea, but I will come up with an idea that all my colleagues agree on",non-distorted
"He's a little too strict. Maybe he's a workaholic. He wasn't on family dinner and I still don't know why. Maybe he couldn't appear for a good reason, I should talk with him.",non-distorted
"In modern society Asperger's is known about, if only on a basic level, by larger and larger numbers of people.",non-distorted
"He must have a lot on his mind at the moment, perhaps I should talk to him. ",non-distorted
Having a life partner is not necessarily the meaning of a fulfilled life.,non-distorted
True love is the best thing in the whole world I already know.,non-distorted
I am capable of overcoming obstacles and challenges.,non-distorted
I need to remember that progress is more important than perfection.,non-distorted
I'm grateful for the lessons I've learned from my past experiences.,non-distorted
"There are many people that have niche interests and be into something that is not popular with the general population, however this could be an interesting topic for conversation with other people.",non-distorted
I'm making great progress. I can do it even better the next time. I did it once - I'll do it again. â€œEver tried. Ever failed. No matter. Try again. Fail again. Fail better.,non-distorted
Isn't it worth staying alive for a few decades and experience what the world has to offer (good and bad) rather than checking out early and going into the black forever? ,non-distorted
By remembering those friends and people I've met throughout my life that enriched my experience I can move forward with hope of finding individuals like that again.,non-distorted
"I don't know why I'm feeling like this, it must be nervousness around  this whole situation.",non-distorted
"Seeking for help is not akin to admitting defeat, it is the start to the path to victory.",non-distorted
Maybe I can start small and figure out the path I'd like to take to my life.,non-distorted
it is very possible that there is no time during the weekend,non-distorted
"Although Iâ€™m really upset now, I know it wonâ€™t really last forever.",non-distorted
"I survived detox, which felt a lot worse than this anger.",non-distorted
"That waitress laughed about her mistake, and the customer didnâ€™t seem to mind.",non-distorted
"With time and effort, we can change our negative thought patterns and develop more positive ways of thinking.",non-distorted
"In my experience, my dad doesn't want to talk to my mom about problems either because he is tired of how mom gets nervous during such a conversation and accuses my dad of various things without looking at his good sides.",distorted
"I should talk with him. He wants me to do something against my will. He could for example intoduce me with people around there. Maybe I am a shy person, he should know me, he is my husband.",distorted
"Also, while he usually calls me from work, we didnt have an appointment or anything like that, so, he didnt have to call for cancelling anything either.",non-distorted
"I'm sure I will sell more policies in the future, I've done it before and I'm good at my work. I shouldn't worry about this one.",non-distorted
He could be having a hard day and he already got 2 other cold calls during the morning that ended badly and wasted his time.,non-distorted
My husband is not calling me today from work. He must be extremely busy at work. I will text to see how he is doing.,non-distorted
Not everything is so simple as you're either a man or your not for something like this.,distorted
Some days I feel a little better.,non-distorted
"Even though I am in a lot of pain right now, talking to somebody who cares might help me feel better, as it has in the past.",non-distorted
"Success is about progress, not perfection.",non-distorted
"Hating that you are feeling a certain way is the first step to feeling positive about yourself, its good that you understand how you feel now is not sustainable to happiness.",non-distorted
"My son is just a teenager and has his own problems to deal with, but I should talk with him anyways becouse he need to take care of this house as much as rest of our family.",non-distorted
Taking their decision as a motivation to move forward to another great experience will be healthier than thinking they made a mistake when they chose my book.,non-distorted
"it can be true but she always chooses where to go only in this situations because for example i only choose how to go there, by car, bus or other.",distorted
I should start to be more open minded and think it will be a good night! There are free finger foods and 2/3 guys seem very nice and funny.,non-distorted
By focusing on facts we don't leave a room for negative thinking about ourselves or assuming what is going on in someone else mind.,non-distorted
"I am aware of what my goals are, and so I can slowly take steps towards becoming the kind of person who can achieve those goals.",non-distorted
"She's going to be ok. Many people were in the same situation, with the help of a doctor it's gonna be ok.",non-distorted
She definitely has forgiven you everything bad that happened between you two.,non-distorted
"To not be a good wife, you have to be so horrible to your husband.",distorted
She tells me she loves me and does nice things for me when weâ€™re not fighting.,non-distorted
"Last month when I got really upset, I didnâ€™t drink because I was with Jim, and after an hour I felt better anyway.",non-distorted
She does care about me.,non-distorted
They have an open mind and are always willing to consider different perspectives.,non-distorted
"I will be more careful next time and will ask for his help (take care of the kids, dressing up the tables, wash the dishes) while controlling the whole diner preparation.",non-distorted
"There are no perfect humans and all of us make mistakes, and this one was mine and I should live with the pain caused by my actions.",distorted
"You should talk to her before you jump to conclusions. But you've done nothing wrong, so don't beat yourself up.",non-distorted
"But this is very big, I have even an editor and he seems really happy with my work.",non-distorted
I was able to tell her that they werenâ€™t getting enough water.,non-distorted
A rapid heartbeat doesnâ€™t mean that I am having a heart attack.,non-distorted
"My self-worth isn't tied to my ability to be perfect, it's about who I am as a person.",non-distorted
I am capable of change and transformation.,non-distorted
"I guess it helps when I shower, get dressed. Walking seems to help, although I donâ€™t feel like it when Iâ€™m down.",non-distorted
"They have shown empathy and understanding towards others, and it inspires me to do the same.",non-distorted
"I have several options and reasons to think I was not the issue why he was so angry on the phone therefore I should move one and find a better time to call him next time or to approach him a different way (mail, linkedin message, letter) .",non-distorted
"maybe you can ask your boss for advice and explain why he didn't like your job, then you can use that to improve your work.",non-distorted
Learning more about others instead focusing on ourselves will help me to see things from different perspectives.,non-distorted
"I don't think my approach was wrong, just the other person was not ready for this kind of call in that moment. ",non-distorted
"I'd say she just wants to be able to help you, but she can't think of a way to help.",non-distorted
He genuinely seemed excited about the book and I need to believe more in myself.,non-distorted
I should ask for some tips to help me feel more confident.,non-distorted
"My value as a person is not tied to my ability to be perfect, it's about my inherent worth.",non-distorted
"I am focusing on my strengths and accomplishments, not my shortcomings.",non-distorted
"They have a good sense of intuition, and it helps them navigate tough situations.",non-distorted
I'm grateful for the beauty of art and try to incorporate it into my life.,non-distorted
I appreciate the power of human connection and strive to build meaningful relationships.,non-distorted
"Other career opportunities might appear, more intriguing and enjoyable ones. Even if it pays less, it is important to feel content with what you do. Money isn't everything.",non-distorted
I shouldnt be mad at him the whole evening as it will not resolve anything and just ruin the atmosphere and i dont want it to impact as well the kids / guests.,non-distorted
"If she was being rude with you over something so simple, maybe its because she misinterpreted your email, or maybe she is just having a bad day.",non-distorted
They maybe in a rush to get to their destination that they couldn't wave or initiate contact that would dely them from getting to that location.,non-distorted
"All of the thoughts in your head are your own thoughts, they are not the thoughts of the people you believe to be judging you.",non-distorted
I think I feel this way because I'm afraid that things go wrong. I need to be more confident in order to fully embrace live.,non-distorted
No on is perfect and it is OK to make mistakes because it is how we learn to be better.,non-distorted
"At work, I learned the computer filing system, which is complicated.",non-distorted
"Every therapy experience is unique, and I am open to trying different approaches to find what works best for me.",non-distorted
I am surrounded by positivity and abundance.,non-distorted
"My wife knows that I'm sad because I wanted to go to the party but in the end I couldn't make it, so she decides to call me to see how I'm doing, worrying about me and letting me know that she's okay.",non-distorted
"Parties are one of the few places where people feel comfortable meeting others and so even if you don't know anyone, chances are you'll end up meeting someone new. ",non-distorted
"That's a bit harsh,perhaps hes struggling with something and my call disturbed him.he should consider my feelings too, I'm only trying to earn money",distorted
Everyone has a group of people who they hang out with. There is nothing wrong about that. He is just your wife's acquaintance.,non-distorted
I should be more understanding and if he really wouldnt want to see me he would have offered me so many options to meet.,distorted
"use other methods, do other activities, go out with friends, watch TV, go the zoo",non-distorted
Just because one thing goes wrong does not mean that it is always happening.,non-distorted
If I study harder the next time I will have a better chance of passing,non-distorted
I can get help from my therapist until I know how to do it on my own.,non-distorted
Nicole fell asleep in my lap.,non-distorted
My heart is racing and I am sweating because Iâ€™m anxious and nervous about being on an airplane.,non-distorted
I am obviously disappointed as I was excited to finally meet this person but I also have to put myself in his shoes: he seems very worried about his sickness and sounded very tired.,non-distorted
"Therefore, don't concentrate so much on the negative reactions you face, look to talk about your issue with those who are willing to understand it.",non-distorted
"More importantly, I might not be able to find a man because I lack self-love and confidence and may need to work on that first.",distorted
"There is no reason for doing such thing, she might be bosses good friend, but there is no bad blood between us",non-distorted
"I mean, they donÂ´t know me! How could they make an accurate assumption of me if they donÂ´t know me at all?",non-distorted
I work very hard to get everything perfect for him but maybe he hasn't seen that point of view yet.,distorted
He wanted to show on his best day and therefore prefers to cancel and enjoy the next time we meet.,non-distorted
Many people will not think like you so why feel different?,non-distorted
"Recovery is possible, and I am taking steps towards it.",non-distorted
"They have a kind heart, and it shows in their actions towards others.",non-distorted
"They have a positive attitude, and it's infectious.",non-distorted
"Dont give so much attention to what they think. They all know how close you were, and if you always treated her well while she was alive, it means you've made her life so much worthwhile and happier.",non-distorted
"Maybe I should have asked if that is a right time to call him, if he would have some time to talk but I immediately presented myself and start my speech instead of giving him the time to concentrate on the call.",distorted
"What were the supervisors actual words, did she praise parts of it or give ideas to help improve the thesis? Have others had similar feedback and how are they reacting, can you bounce ideas off of each other?",non-distorted
"Whether or not I go to family vacations, I will not change my family's negative opinion of me. I will try to go, and if I can not send a gift to my parents, I do not have to feel bad about this situation",distorted
"Once the people you socialise with understand what you are going through, they will be happy to have you in their company and the feelings of humiliation will subside in time.",non-distorted
"You offer your family your personality, friendship, love, and caring. Where is the burden in that?",non-distorted
Depression is disease like other disease I can take sick leave and seek some counseling.,non-distorted
Again I just talk to her if it won't help I should avoid this personDe,distorted
"I have had this happen to me before in airports, on airplanes, and when thinking about flying.",non-distorted
We can learn from our mistakes and use them as opportunities for growth and self-improvement.,non-distorted
I will find a new job because I have lots of life experience to bring to the table. I am willing to work hard and that makes me a valuable employee.,non-distorted
"I know this is hard to hear but, if you actually believe she never loved you like you did, then chances are she wasnt the one for you.",non-distorted
I have to remember what I see with  my own eyes it's not always the truth and they may be suffering in silence.,non-distorted
"My speech may not be the best, but it's still decent and I will do better than most of the speakers in my age.",non-distorted
"He is probably busy with work. Unless you had an argument, is there a reason for him to be angry?",non-distorted
She could be a great wife most of the times and may be she made one or two mistakes.,non-distorted
"In the past, my heartbeat has returned to normal when I read a magazine, practiced slow breathing, did Thought Records, or thought in less catastrophic ways.",non-distorted
Therapy can be effective in improving mental health and well-being.,non-distorted
"Learning new things can be challenging, but I can break it down into smaller, manageable steps.",non-distorted
"Everyone has strengths and weaknesses, and I am focusing on my strengths to achieve my goals.",non-distorted
"While it's difficult to trust others after being hurt, there are still people out there worth trusting and building relationships with.",non-distorted
"I have tried hard and although I have not achieved everything o have wanted. I have lived my life knowing I did my best, and unique and special in my own way",non-distorted
"My boss should be able to appreciate my work performance and if he cares about gossip, he will approach me about it and I'll be able to explain myself. ",non-distorted
